,idx,name,category,closest_known_entity,closest_category,closest_similarity
10348,20966,soft plastic clay,lithology,clay,known_lithology,0.6555396
2410,13028,Sewickley horizon,stratigraphic_name,Sewickley Member,known_stratigraphic_name,0.6555377
7158,17776,gabbroic rock,lithology,gabbro,known_lithology,0.6554883
1023,11641,Granitic rocks of the Idaho batholith,stratigraphic_name,Granite Mountain Batholith Formation,known_stratigraphic_name,0.6554746
10670,21288,thin slate interbeds,lithology,slate,known_lithology,0.65543747
5830,16448,carbonaceous shale with plant fossils,lithology,shale,known_lithology,0.65542525
3209,13827,carbonate replacement deposits,stratigraphic_name,Carbonate Hill Limestone,known_stratigraphic_name,0.65526485
2198,12816,Purisima time,stratigraphic_name,Purisima Formation,known_stratigraphic_name,0.6551294
1782,12400,Nemo district,stratigraphic_name,Nemo Group,known_stratigraphic_name,0.6551243
2982,13600,Wilcox age,stratigraphic_name,Wilcox Formation,known_stratigraphic_name,0.65494967
9318,19936,postloess alluvium,lithology,alluvium,known_lithology,0.6549232
3719,14337,original sedimentary deposits,stratigraphic_name,Drumchastle Pale Limestone,known_stratigraphic_name,0.65490866
9710,20328,rhyolitic flow,lithology,rhyolite,known_lithology,0.6549008
10029,20647,sericitized and silicified granite,lithology,granite,known_lithology,0.6548515
712,11330,Delta,stratigraphic_name,Delta Shale,known_stratigraphic_name,0.65482545
8533,19151,meta-igneous bodies,lithology,igneous,known_lithology,0.65481216
4710,15328,Quartz-plagioclase gneiss,lithology,quartzite,known_lithology,0.6547916
9521,20139,quartz-plagioclase gneiss,lithology,quartzite,known_lithology,0.6547916
319,10937,Bulson Creek unit,stratigraphic_name,Bodman Creek Formation,known_stratigraphic_name,0.6547724
1990,12608,Pennsylvanian fire clay,stratigraphic_name,Erie Clay,known_stratigraphic_name,0.6547215
7046,17664,fluvial gravel and sand,lithology,gravel,known_lithology,0.6547034
6788,17406,ferberite-bearing horn quartz,lithology,quartz monzonite,known_lithology,0.654688
2640,13258,Tertiary formations,stratigraphic_name,Main Formation,known_stratigraphic_name,0.6546243
8337,18955,magmas,lithology,volcanic,known_lithology,0.6545323
1251,11869,Jurassic rocks,stratigraphic_name,Dinosaur Canyon Sandstone Member,known_stratigraphic_name,0.65452826
4367,14985,Dunkard Creek district sandstones,lithology,sandstone,known_lithology,0.6545261
8547,19165,metaigneous rocks,lithology,metaigneous,known_lithology,0.6544409
8408,19026,marl; shale; limestone; siltstone; sandstone; tuffaceous sandstone; claystone; mudstone,lithology,sandstone,known_lithology,0.6544223
6139,16757,coarse quartz sand,lithology,sand,known_lithology,0.6543143
639,11257,Cretaceous and Tertiary plutonic rocks,stratigraphic_name,Plutos Cave Basalt,known_stratigraphic_name,0.65420383
7375,17993,granulite-facies gneiss (unit Xgn),lithology,granulite,known_lithology,0.6541454
5280,15898,auriferous pyrite,lithology,pyroxenite,known_lithology,0.65410256
723,11341,Devonian of Missouri,stratigraphic_name,Northern England Devonian Plutonic Suite,known_stratigraphic_name,0.65409714
8040,18658,lava flow,lithology,volcanic,known_lithology,0.6540733
9109,19727,pegmatite-filled gashes,lithology,pegmatite,known_lithology,0.65401495
632,11250,Cretaceous Kaiparowits,stratigraphic_name,Kaiparowits Formation,known_stratigraphic_name,0.6539113
753,11371,Drummer Mountain fault,stratigraphic_name,Music Mountain Formation,known_stratigraphic_name,0.65382814
1375,11993,Laurel Hill,stratigraphic_name,Laurel Limestone,known_stratigraphic_name,0.6537725
6263,16881,concretionary deposits of iron oxide,lithology,iron formation,known_lithology,0.6537511
9022,19640,outwash gravels,lithology,gravel,known_lithology,0.65360177
5413,16031,beds of argillaceous limestone,lithology,limestone,known_lithology,0.6535827
450,11068,Cenozoic rocks,stratigraphic_name,Ceratodus Granite,known_stratigraphic_name,0.65357304
1505,12123,Mapletown or Sewickley coal,stratigraphic_name,Irondale Coal,known_stratigraphic_name,0.65342164
3333,13951,esker,stratigraphic_name,Hunsingore Esker Member,known_stratigraphic_name,0.6534038
7513,18131,greenish-gray shale (upper part of the McKenzie),lithology,shale,known_lithology,0.65331876
1803,12421,Nilsen (1977),stratigraphic_name,Nilsen Formation,known_stratigraphic_name,0.65317965
1938,12556,Paleozoic sedimentary rock,stratigraphic_name,Drumchastle Pale Limestone,known_stratigraphic_name,0.65307564
8054,18672,layered rocks,lithology,sedimentary,known_lithology,0.65303016
6936,17554,fine-grained volcanic rocks,lithology,volcaniclastic,known_lithology,0.6529999
1415,12033,Little Dolores River pluton,stratigraphic_name,Little River Complex,known_stratigraphic_name,0.652996
3437,14055,la-Tsrl ash-flow tuff,stratigraphic_name,Devine Canyon Ash-flow Tuff,known_stratigraphic_name,0.6529675
487,11105,Chester age,stratigraphic_name,Chester Formation,known_stratigraphic_name,0.6529376
7231,17849,glassy material,lithology,volcanic glass,known_lithology,0.6529215
6388,17006,dacitic lava,lithology,volcanic,known_lithology,0.65291375
11036,21654,volcanic ash beds,lithology,volcanic,known_lithology,0.65289176
5247,15865,arkosic,lithology,arkose,known_lithology,0.65281713
4718,15336,Quien Sabe Volcanics,lithology,volcanic,known_lithology,0.6528013
7077,17695,foliated to unfoliated granite,lithology,granite,known_lithology,0.65272033
3479,14097,late Tertiary (Flagstaff Hill),stratigraphic_name,Flagstaff Limestone,known_stratigraphic_name,0.65267
9806,20424,rounded pebbles of quartz,lithology,quartz monzonite,known_lithology,0.6525793
4256,14874,Boulders,lithology,gravel,known_lithology,0.65247166
5579,16197,boulders,lithology,gravel,known_lithology,0.65247166
8474,19092,medium thick-bedded impure limestone,lithology,limestone,known_lithology,0.6524621
9500,20118,quartz veins,lithology,quartzite,known_lithology,0.6524182
9529,20147,quartzite of Cambrian and pre-Cambrian age,lithology,quartzite,known_lithology,0.65238816
5140,15758,andesitic breccia and tuff,lithology,andesite,known_lithology,0.6523342
9288,19906,porphyritic syenite,lithology,syenite,known_lithology,0.6522202
9870,20488,sandstone at the base of Miocene shale,lithology,sandstone,known_lithology,0.65221715
3936,14554,the series,stratigraphic_name,Gore Series,known_stratigraphic_name,0.65214914
3133,13751,basal Paleozoic,stratigraphic_name,Middle Palembang Formation,known_stratigraphic_name,0.6521182
2731,13349,Toswas,stratigraphic_name,Toas Formation,known_stratigraphic_name,0.65197015
8507,19125,medium-grained micaceous gray sand,lithology,sand,known_lithology,0.651945
7905,18523,iron-filled feldspars,lithology,iron formation,known_lithology,0.65181583
2850,13468,Upper Devonian sequence,stratigraphic_name,Devon Island Formation,known_stratigraphic_name,0.65175533
1265,11883,Kansan till,stratigraphic_name,Kahoka Till,known_stratigraphic_name,0.6517329
1387,12005,Lemhi Range formation,stratigraphic_name,Lemhi Group,known_stratigraphic_name,0.6516376
3343,13961,ferruginous cherts,stratigraphic_name,Mariquita Chert,known_stratigraphic_name,0.6515912
6944,17562,finely banded secondary dolomite and calcite,lithology,dolomite,known_lithology,0.651476
2695,13313,Tinm,stratigraphic_name,Tin Pot Suite,known_stratigraphic_name,0.65146935
7324,17942,granitic intrusives,lithology,granodiorite,known_lithology,0.6513624
11186,21804,white quartz and black-chert-pebble conglomerate,lithology,quartz monzonite,known_lithology,0.65133846
7690,18308,hornblende diorite,lithology,hornblendite,known_lithology,0.65130866
8534,19152,meta-sedimentary country rocks,lithology,sedimentary,known_lithology,0.65130556
10481,21099,sub-bituminous 'B' rank coal,lithology,coal,known_lithology,0.6512768
3625,14243,metallic iron,stratigraphic_name,Iron Mine Member,known_stratigraphic_name,0.6512631
2838,13456,Upper Carboniferous,stratigraphic_name,North Britain Late Carboniferous Tholeiitic Suite,known_stratigraphic_name,0.65113133
6299,16917,continental rocks,lithology,sandstone,known_lithology,0.6511177
9357,19975,probably beidellite,lithology,benmoreite,known_lithology,0.6510963
3159,13777,bed C,stratigraphic_name,Stanley Main Bed,known_stratigraphic_name,0.65106755
197,10815,Bed C,stratigraphic_name,Stanley Main Bed,known_stratigraphic_name,0.6510675
2303,12921,Rochester time,stratigraphic_name,Rochester Formation,known_stratigraphic_name,0.65104973
9496,20114,quartz stockwork deposit,lithology,quartzite,known_lithology,0.6509557
7436,18054,gray mudstones,lithology,mudstone,known_lithology,0.65084994
5605,16223,breccia zone rocks,lithology,breccia,known_lithology,0.6508192
5921,16539,chert and quartzite conglomerate,lithology,quartz monzonite,known_lithology,0.6508024
4612,15230,Ojo Alamo Sandstone,lithology,sandstone,known_lithology,0.6507628
3352,13970,floodbasin,stratigraphic_name,Flood Member,known_stratigraphic_name,0.65072244
5146,15764,andesitic units,lithology,andesite,known_lithology,0.6506827
10876,21494,undolomitized limestone masses,lithology,limestone,known_lithology,0.65066206
9924,20542,sandy silt,lithology,silt,known_lithology,0.6505877
5508,16126,black horn quartz,lithology,quartz monzonite,known_lithology,0.6505844
8693,19311,molten rock,lithology,basalt,known_lithology,0.6505275
6821,17439,fine alluvial soil,lithology,soil,known_lithology,0.6504457
1933,12551,Paleozoic geology,stratigraphic_name,Middle Palembang Formation,known_stratigraphic_name,0.65029144
8277,18895,locally silty shale with plant fossils,lithology,shale,known_lithology,0.65008634
9691,20309,rhyolite ash-flow tuff,lithology,rhyolite,known_lithology,0.65008366
8072,18690,ledge-forming thin-bedded sandstone,lithology,sandstone,known_lithology,0.65005654
7588,18206,hard rocks,lithology,gravel,known_lithology,0.650023
5453,16071,biotite granodiorite and granite,lithology,granodiorite,known_lithology,0.6499815
1471,12089,Lower Paleozoic stratigraphy,stratigraphic_name,Lower Palembang Formation,known_stratigraphic_name,0.6499678
9960,20578,schistose,lithology,schist,known_lithology,0.64978105
6935,17553,fine-grained volcanic clasts,lithology,volcaniclastic,known_lithology,0.6497779
5998,16616,clastic sediments,lithology,sedimentary,known_lithology,0.64975905
7954,18572,kaolinite,lithology,phyllonite,known_lithology,0.6497323
7411,18029,gray,lithology,graywacke,known_lithology,0.64972574
5837,16455,carbonate and quartzite sequences,lithology,quartzite,known_lithology,0.64966667
3916,14534,the 'Allegheny River series',stratigraphic_name,Allegheny Formation,known_stratigraphic_name,0.6496523
3946,14564,till and bedrock uplands,stratigraphic_name,Cedar Ridge Till,known_stratigraphic_name,0.64958835
5169,15787,anthophyllite-andesine schist,lithology,andesite,known_lithology,0.6494607
10892,21510,unsilicified tuffs,lithology,tuff,known_lithology,0.64941835
7070,17688,foliated and granoblastic amphibolite,lithology,amphibolite,known_lithology,0.6493897
10494,21112,subordinate amounts of quartz,lithology,quartzite,known_lithology,0.64938563
2795,13413,Tullock Members of Paleocene age,stratigraphic_name,Tullock Formation,known_stratigraphic_name,0.6493139
674,11292,Cutler Formation (Pennsylvanian-Permian),stratigraphic_name,Permian Siltstone Member,known_stratigraphic_name,0.6493128
372,10990,Campus,stratigraphic_name,West Campus Sand,known_stratigraphic_name,0.6492745
9508,20126,quartz-biotite-potassium feldspar-white mica veins,lithology,quartzite,known_lithology,0.6492715
2433,13051,Siesta lacustral epoch,stratigraphic_name,Siesta Formation,known_stratigraphic_name,0.64917636
7366,17984,granular to fine-grained limestone,lithology,limestone,known_lithology,0.6490889
7831,18449,insoluble clay or sand,lithology,sand,known_lithology,0.64905035
9859,20477,sandier rocks,lithology,sand,known_lithology,0.64902675
5539,16157,block horn,lithology,hornfels,known_lithology,0.64900565
4516,15134,Kinmanswick lime-stone,lithology,lime mudstone,known_lithology,0.6489929
1006,11624,Gold Gulch,stratigraphic_name,Garden Gulch Member,known_stratigraphic_name,0.6489423
7480,18098,green amphibole,lithology,amphibolite,known_lithology,0.6489314
2402,13020,Sequatchie Formation of southwestern Virginia and eastern Tennessee,stratigraphic_name,Sequatchie Formation,known_stratigraphic_name,0.6488993
11118,21736,waterlaid tuff,lithology,tuffite,known_lithology,0.64885235
6211,16829,coarsely crystalline tanweathering dolomite,lithology,dolomite,known_lithology,0.6487915
812,11430,Entrada,stratigraphic_name,Entrada Sandstone,known_stratigraphic_name,0.6487796
3220,13838,clastic deposits,stratigraphic_name,Clifty Limestone,known_stratigraphic_name,0.64870083
8559,19177,metamorphic pebbles,lithology,metamorphic,known_lithology,0.6486767
1995,12613,Pennsylvanian rocks,stratigraphic_name,Pennan Sandstone,known_stratigraphic_name,0.6486704
5836,16454,carbonate and black shale terranes,lithology,shale,known_lithology,0.64865017
10948,21566,varicolored shale,lithology,shale,known_lithology,0.64855504
8026,18644,late Paleozoic sedimentary rocks,lithology,sedimentary,known_lithology,0.64854586
2936,13554,Vitrelinite,stratigraphic_name,Vitrefrax Formation,known_stratigraphic_name,0.64844835
9120,19738,peralkaline rhyolite ash-tuff,lithology,rhyolite,known_lithology,0.6484312
4286,14904,Carrizo sand,lithology,sand,known_lithology,0.64838976
10656,21274,thin gypsum interbeds,lithology,gypsum,known_lithology,0.6483208
3933,14551,the lower portion of the Winslow,stratigraphic_name,Winslow Member,known_stratigraphic_name,0.6483146
9875,20493,sandstone lenses,lithology,sandstone,known_lithology,0.64830476
10793,21411,tuffaceous claystones,lithology,claystone,known_lithology,0.6482398
3628,14246,metamorphosed sedimentary rocks,stratigraphic_name,Quad Creek Metanorite Formation,known_stratigraphic_name,0.64820594
5467,16085,biotite-hornblende granite with hypidiomorphic granular texture; pink,lithology,granite,known_lithology,0.6481697
6629,17247,dull-gray lithographic thick-bedded limestone,lithology,limestone,known_lithology,0.64808816
1157,11775,Idaho batholith,stratigraphic_name,Eliot Creek Batholith Formation,known_stratigraphic_name,0.64806896
756,11374,Dulany Cave,stratigraphic_name,Durundur Shale,known_stratigraphic_name,0.64795065
6861,17479,fine- to medium-grained conglomeratic sandstone,lithology,sandstone,known_lithology,0.64785326
9640,20258,refractory clays,lithology,clay,known_lithology,0.6477873
10361,20979,soft thinbedded very fine grained sandstone,lithology,sandstone,known_lithology,0.64774
415,11033,Carboniferous time,stratigraphic_name,North Britain Late Carboniferous Tholeiitic Suite,known_stratigraphic_name,0.6477195
10857,21475,unconsolidated sands,lithology,sand,known_lithology,0.6477163
7388,18006,graphitic schists,lithology,schist,known_lithology,0.6476998
9973,20591,scree,lithology,schist,known_lithology,0.64761937
2429,13047,Sidney lignite field,stratigraphic_name,Brandon Lignite,known_stratigraphic_name,0.6476028
5127,15745,and unfossiliferous feldspathic mudstone,lithology,mudstone,known_lithology,0.6475181
1318,11936,Knoxville (Lower Cretaceous),stratigraphic_name,Knoxville Formation,known_stratigraphic_name,0.64751613
7624,18242,hematitic coarse-grained quartz sandstone,lithology,sandstone,known_lithology,0.6475085
5826,16444,carbonaceous residue,lithology,carbonatite,known_lithology,0.6474737
5624,16242,brecciated horn,lithology,hornfels,known_lithology,0.64746916
8326,18944,mafic phenocrysts,lithology,mafic,known_lithology,0.64742094
8601,19219,mica-bearing pegmatites,lithology,pegmatite,known_lithology,0.64738196
6816,17434,fibrous hornblende,lithology,hornblendite,known_lithology,0.6473327
4828,15446,Tertiary volcanic rocks,lithology,volcanic,known_lithology,0.6472759
2253,12871,Rattlesnake and Wildcat Creeks,stratigraphic_name,Snake Creek Formation,known_stratigraphic_name,0.6471768
3080,13698,along the river,stratigraphic_name,Two Rivers Till,known_stratigraphic_name,0.64711857
4794,15412,Stratified drift,lithology,drift,known_lithology,0.6470574
10446,21064,stratified drift,lithology,drift,known_lithology,0.6470573
6690,17308,euhedral biotite,lithology,diamictite,known_lithology,0.6470295
2615,13233,Tensleep reservoirs,stratigraphic_name,Reservoir Formation,known_stratigraphic_name,0.64701617
2900,13518,Uppermost 6 inches of formation,stratigraphic_name,Tallering Formation,known_stratigraphic_name,0.6469378
10450,21068,stratified silt,lithology,silt,known_lithology,0.6469255
10858,21476,unconsolidated sands and gravels,lithology,gravel,known_lithology,0.64691484
3829,14447,saas aarble bed,stratigraphic_name,Archerbeck Ochre Bed Bed,known_stratigraphic_name,0.64691305
2111,12729,Poker Jim,stratigraphic_name,Poker Chip Member,known_stratigraphic_name,0.64678
1580,12198,Merced south nary,stratigraphic_name,South Bosque Marl,known_stratigraphic_name,0.64676946
7992,18610,laminated sediments,lithology,sedimentary,known_lithology,0.6467066
5158,15776,angular quartz silt grains,lithology,quartz arenite,known_lithology,0.6466567
3510,14128,lignite fields,stratigraphic_name,Pourewa Lignite Member,known_stratigraphic_name,0.64665395
5292,15910,banded garnet slate,lithology,slate,known_lithology,0.6465142
6033,16651,clay-size minerals,lithology,bentonite,known_lithology,0.6464172
10856,21474,unconsolidated sand and gravel,lithology,gravel,known_lithology,0.64640534
4404,15022,Fine gray silty sand,lithology,sand,known_lithology,0.6463691
3982,14600,tuff of Eightmile TVS Volcaniclastic,stratigraphic_name,Currumburrama Volcanics,known_stratigraphic_name,0.6463306
2663,13281,Tertiary volcanic stratigraphy,stratigraphic_name,Specimen Mountain Volcanics,known_stratigraphic_name,0.6462512
8358,18976,main clay parting,lithology,clay,known_lithology,0.6461911
10999,21617,very fine sand (0.10-0.05 mm grain diameter),lithology,sand,known_lithology,0.64618933
5455,16073,biotite hornfels,lithology,hornfels,known_lithology,0.64616203
9852,20470,sand partings or 'sand splits',lithology,sand,known_lithology,0.6460985
9571,20189,recently transported sand and gravel,lithology,gravel,known_lithology,0.6460252
3713,14331,older sediments,stratigraphic_name,Old Ocean Shale,known_stratigraphic_name,0.6459904
4240,14858,Bayhorse Dolomite,lithology,dolomite,known_lithology,0.6459291
2087,12705,Pleistocene epoeh,stratigraphic_name,Undifferentiated Upper Pleistocene Formation,known_stratigraphic_name,0.64587086
7020,17638,flow breccias,lithology,breccia,known_lithology,0.6458545
1450,12068,Lower Carboniferous,stratigraphic_name,North Britain Late Carboniferous Tholeiitic Suite,known_stratigraphic_name,0.64581
10509,21127,sulfide-rich norite,lithology,norite,known_lithology,0.64578784
945,11563,Fruitland 1,stratigraphic_name,Fruitland Formation,known_stratigraphic_name,0.6457845
1603,12221,Metz Creek (485-foot) terrace,stratigraphic_name,Donnellys Creek Siltstone,known_stratigraphic_name,0.6457711
5437,16055,beryllium-bearing pegmatites,lithology,pegmatite,known_lithology,0.6457255
8376,18994,mantle of loess,lithology,loess,known_lithology,0.6457027
1365,11983,Late Proterozoic and Lower Cambrian Wood Canyon Formation,stratigraphic_name,Wood Canyon Formation,known_stratigraphic_name,0.64567995
8773,19391,muscovite-biotite (two-mica) granite,lithology,granite,known_lithology,0.6456733
10338,20956,soft calcareous platy shale or massive mudstone,lithology,shale,known_lithology,0.6456653
2832,13450,Upper 10 or 20 feet of formation,stratigraphic_name,Long Reach Formation,known_stratigraphic_name,0.6456344
2921,13539,Vashon stade,stratigraphic_name,Vashon Till,known_stratigraphic_name,0.6456138
2848,13466,Upper Cretaceous rocks,stratigraphic_name,Fossil Bluff Sandstone,known_stratigraphic_name,0.6455653
2945,13563,Wall Pawnee,stratigraphic_name,Wall Member,known_stratigraphic_name,0.64556366
3587,14205,lower reddish-brown member,stratigraphic_name,Red Member,known_stratigraphic_name,0.64550483
3008,13626,Wisconsin glaciers,stratigraphic_name,Parrish Glacier Formation,known_stratigraphic_name,0.6454867
7367,17985,granular tuff,lithology,granulite,known_lithology,0.6454502
2074,12692,Plattin 1nay,stratigraphic_name,Plattin Formation,known_stratigraphic_name,0.64545
1093,11711,Hannibal siltstones,stratigraphic_name,Hannibal Member,known_stratigraphic_name,0.6454441
10233,20851,silty or finely sandy microgranular dolomite,lithology,dolomite,known_lithology,0.6453603
9532,20150,quartzite-velned red and green radiolarian chert,lithology,quartz monzonite,known_lithology,0.64534724
2815,13433,Uncompahgre uplift,stratigraphic_name,Uncompahgre Formation,known_stratigraphic_name,0.6453156
9049,19667,pale tan silt,lithology,silt,known_lithology,0.64530534
9133,19751,persistent beds of coal,lithology,coal,known_lithology,0.6452957
137,10755,Appalachian orogeny,stratigraphic_name,Ridgepole Mountain Formation,known_stratigraphic_name,0.6452867
1604,12222,Metz Creek terraee,stratigraphic_name,Judd Creek Latite,known_stratigraphic_name,0.64528006
523,11141,Clayton Formation (Paleocene),stratigraphic_name,Clayton River Silcrete Formation,known_stratigraphic_name,0.6452669
10015,20633,semicompact fine sand,lithology,sand,known_lithology,0.6452574
5733,16351,calcalkaline tonalite,lithology,tonalite,known_lithology,0.64520705
4749,15367,Sand for glass making,lithology,sand,known_lithology,0.6451657
1939,12557,Paleozoic sedimentary rocks,stratigraphic_name,Drumchastle Pale Limestone,known_stratigraphic_name,0.64512974
5430,16048,bentonite in the Brushy Basin Member of the Morrison Formation,lithology,bentonite,known_lithology,0.64509404
4088,14706,upper portion of the Purisima,stratigraphic_name,Purisima Formation,known_stratigraphic_name,0.64508426
6041,16659,clayey sediment,lithology,sedimentary,known_lithology,0.6449634
3034,13652,Yarmouth deposits,stratigraphic_name,Yarmouth Roads Formation,known_stratigraphic_name,0.6449495
2582,13200,Tck Tuff,stratigraphic_name,Pandy Tuff,known_stratigraphic_name,0.64492875
7638,18256,high-grade metamorphic rocks,lithology,metamorphic,known_lithology,0.6448528
9625,20243,reddish yellow sand and clay,lithology,sand,known_lithology,0.6448237
2389,13007,Schrader and Ross (1926),stratigraphic_name,Rosser Schist,known_stratigraphic_name,0.6448227
5557,16175,bluish-gray sandy clay,lithology,clay,known_lithology,0.6448132
5244,15862,argillized wall rocks,lithology,argillite,known_lithology,0.6447997
7759,18377,igneous intrusions,lithology,igneous,known_lithology,0.64473915
6473,17091,deep-water sediments,lithology,sedimentary,known_lithology,0.6447168
5329,15947,basalt of the Columbia River Group,lithology,basalt,known_lithology,0.6446481
1923,12541,Paleozoic,stratigraphic_name,Middle Palembang Formation,known_stratigraphic_name,0.6446073
2748,13366,Triassic basin,stratigraphic_name,Basin Creek Formation,known_stratigraphic_name,0.64458245
10427,21045,stiff yellow clay,lithology,clay,known_lithology,0.6445478
8323,18941,mafic microlites(?),lithology,mafic,known_lithology,0.64447415
11211,21829,wolframite ((Fe,lithology,felsite,known_lithology,0.64433324
4986,15604,alluvial soils,lithology,soil,known_lithology,0.644262
2226,12844,Quaternary bed,stratigraphic_name,Thirlstane Beds,known_stratigraphic_name,0.6442251
6420,17038,dark to buff clays,lithology,clay,known_lithology,0.6440997
2127,12745,Pottsville and later Pennsylvanian rocks,stratigraphic_name,Pottsville Formation,known_stratigraphic_name,0.6440679
6327,16945,corroded phenocrysts of quartz,lithology,quartzite,known_lithology,0.64392877
7006,17624,float,lithology,floatstone,known_lithology,0.64388394
3315,13933,early Tertiary sedimentary beds,stratigraphic_name,First Abden Limestone Bed,known_stratigraphic_name,0.6438837
3749,14367,post-Bigford beds of the Mount Selman formation,stratigraphic_name,Broadford Beds Formation,known_stratigraphic_name,0.6438786
5209,15827,argillaceous Warsaw formation,lithology,argillite,known_lithology,0.64380753
9469,20087,quartz laminae,lithology,quartzite,known_lithology,0.64357513
6767,17385,felsic lava,lithology,felsite,known_lithology,0.6435113
10258,20876,sinkholes in limestone,lithology,limestone,known_lithology,0.643502
5842,16460,carbonate host rocks,lithology,carbonate,known_lithology,0.6434833
3855,14473,sedimentary strata,stratigraphic_name,Straight Cliffs Sandstone,known_stratigraphic_name,0.64345247
5168,15786,anoxic sediments,lithology,sedimentary,known_lithology,0.6433995
1199,11817,Iowan),stratigraphic_name,Iowa Group,known_stratigraphic_name,0.64338386
3582,14200,lower part of the typical Purisima,stratigraphic_name,Purisima Formation,known_stratigraphic_name,0.6433464
6658,17276,email sand grains,lithology,sand,known_lithology,0.6432164
2867,13485,Upper Miocene to lower Pliocene(?),stratigraphic_name,Undifferentiated Upper Pleistocene Formation,known_stratigraphic_name,0.64309525
6016,16634,clay minerals and glass,lithology,quartzite,known_lithology,0.64302516
3751,14369,post-Carboniferous time,stratigraphic_name,North Britain Late Carboniferous Tholeiitic Suite,known_stratigraphic_name,0.64300764
9081,19699,pebble conglomerate,lithology,conglomerate,known_lithology,0.64300054
1294,11912,Kinderhook grm'tp,stratigraphic_name,Kinderhook Group,known_stratigraphic_name,0.64298356
4704,15322,Quarry,lithology,limestone,known_lithology,0.64297044
564,11182,Coli,stratigraphic_name,Colico Member,known_stratigraphic_name,0.64296156
5486,16104,bituminous rock,lithology,sandstone,known_lithology,0.64294887
6855,17473,fine- and medium-textured fossiliferous cherty limestone,lithology,limestone,known_lithology,0.6429189
924,11542,Franciscan graywacke,stratigraphic_name,Whakatane Greywacke,known_stratigraphic_name,0.6428601
6597,17215,dolomitic mudeller,lithology,dolomite,known_lithology,0.64284223
2586,13204,Tdb dacitic and rhyodacitic lava,stratigraphic_name,Cascade Lavas Formation,known_stratigraphic_name,0.6428046
6860,17478,fine- to medium-grained bioclastic limestone,lithology,limestone,known_lithology,0.64270663
3922,14540,the Upper Freeport,stratigraphic_name,Freeport Formation,known_stratigraphic_name,0.6427032
1301,11919,Kinnikinic,stratigraphic_name,Kinnikinic Quartzite,known_stratigraphic_name,0.6426045
2491,13109,St. Louis lime-dolomitic layers,stratigraphic_name,Lime Mountain Dolomite,known_stratigraphic_name,0.6426001
254,10872,Boston feet,stratigraphic_name,Boston Drift,known_stratigraphic_name,0.6425672
1929,12547,Paleozoic deposition,stratigraphic_name,Palenque Formation,known_stratigraphic_name,0.6425099
10579,21197,tan silty sand,lithology,sand,known_lithology,0.64250344
8166,18784,lime silicate hornfels,lithology,hornfels,known_lithology,0.64248455
5482,16100,bituminous coal fields,lithology,coal,known_lithology,0.6424748
11176,21794,white diatomaceous shale,lithology,shale,known_lithology,0.64246374
10633,21251,thick-bedded crinoidal Coeymans Limestone,lithology,limestone,known_lithology,0.6424352
7261,17879,gneissic rocks,lithology,gneiss,known_lithology,0.64234734
2787,13405,Tuff of Table Mountain Outflow,stratigraphic_name,Table Mountain Latite,known_stratigraphic_name,0.64229333
9698,20316,rhyolite flows and tuffs,lithology,rhyolite,known_lithology,0.6422616
9252,19870,polymetallic skarn deposits,lithology,skarn,known_lithology,0.64223325
4072,14690,upper of two unconformities within formation,stratigraphic_name,Upper Interbasaltic Formation,known_stratigraphic_name,0.64222795
11107,21725,water-bearing sediments,lithology,sedimentary,known_lithology,0.64212054
6955,17573,finely laminated clay,lithology,clay,known_lithology,0.6421034
953,11571,Fruitland 6,stratigraphic_name,Fruitland Formation,known_stratigraphic_name,0.6420197
7596,18214,harder and more resistant limestone or linwstone,lithology,limestone,known_lithology,0.6419902
3632,14250,metavolcanic and metasedimentary rocks,stratigraphic_name,Metawandy Granite,known_stratigraphic_name,0.6418592
2285,12903,Rilurian,stratigraphic_name,Rivoli Member,known_stratigraphic_name,0.64181435
10013,20631,selenite,lithology,mylonite,known_lithology,0.64176977
6051,16669,clayeys sediment,lithology,bentonite,known_lithology,0.64174163
2861,13479,Upper Jurassic units,stratigraphic_name,Jurassica Member,known_stratigraphic_name,0.64172256
8922,19540,olivine-basalt flows,lithology,basalt,known_lithology,0.6416819
5645,16263,brookite,lithology,dunite,known_lithology,0.64152116
5167,15785,anorogenic plutons,lithology,plutonic,known_lithology,0.6414677
5674,16292,brown to buff-gray dolomite or- dolomitic limestone,lithology,limestone,known_lithology,0.6414356
3340,13958,feldspathic gneiss sequence,stratigraphic_name,Constant Gneiss,known_stratigraphic_name,0.64136195
7993,18611,laminated silt,lithology,silt,known_lithology,0.6413306
3218,13836,cherty ferruginous carbonate rock,stratigraphic_name,Rockdell Limestone,known_stratigraphic_name,0.64123034
3989,14607,tuff ores,stratigraphic_name,Sandpit Tuff,known_stratigraphic_name,0.6412003
11240,21858,yellowish-buff loess,lithology,loess,known_lithology,0.641139
9091,19709,pebbly drift,lithology,drift,known_lithology,0.64103216
7379,17997,graphic granite wall zone,lithology,granite,known_lithology,0.64097726
7894,18512,iron oxide (Fe20a),lithology,iron formation,known_lithology,0.6409675
6066,16684,cleat in coal,lithology,coal,known_lithology,0.6409478
4430,15048,Garnet-schist,lithology,schist,known_lithology,0.6406666
7176,17794,garnet-schist,lithology,schist,known_lithology,0.64066654
3657,14275,middle and upper parts of the formation in the southern part of the mapped area,stratigraphic_name,Upper Palembang Formation,known_stratigraphic_name,0.6406513
